Título;Sala;Fecha;Hora;Más información;Programa;Precio;Imagen
Hispania Concertalia. Europa Musical: Virtuosismo y Lirismo;Sala Sinfónica;2024-11-26;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/hispania-conciertos-europa-musical-virtuosismo-y-lirismo;"
I SOLISTI VENETI GIULIANO CARELLA, Director SONIA PRINA, Contralto PAOLO GRAZIA, Oboe

Programa ""Europa Musical: Virtuosismo y Lirismo"" Arcangelo Corelli Op. 6, n.º 4 Georg Friedrich Haendel de ""Siroe"" - ""Estoy cansado, debo morir"" Georg Friedrich Haendel de ""Orlando"" - ""Déjame luchar"" Baldassare Galuppi Concierto a cuatro en Re menor Tomaso Albinoni Concierto en Re menor para oboe Giacomo Puccini de ""Manon Lescaut"" - Intermezzo Pietro Mascagni de ""Cavalleria rusticana"" - Intermezzo Benedetto Marcello Concierto en Do menor para oboe Antonio Vivaldi de ""Andromeda"" - ""A menudo el sol"" Antonio Vivaldi de ""Bajazet"" - ""Bárbaro traidor""";98, 78, 68, 59, 49, 38, 28 y 24 €;https://www.auditorionacional.mcu.es/es/programacion/hispania-conciertos-europa-musical-virtuosismo-y-lirismo/@@images/981e213a-b5e8-4246-ba25-0ecb288a0509.jpeg
Excelentia. Rachmaninov & Patética Tchaikovsky;Sala Sinfónica;2024-11-27;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-rachmaninov-patetica-tchaikovsky;"Orquesta Clásica Santa Cecilia
Robert Farkas, director
Lise de la Salle, piano
Shostakóvich Obertura festiva
Rachmaninov Concierto para piano y orquesta núm. 3
Tchaikovsky Sinfonía núm. 6 ‘Patética’";78, 74, 72, 68, 56, 52, 48, 46 y 42 €VENTA de ABONOS EXCELENTIATEMPORADA 2024/2025;https://www.auditorionacional.mcu.es/es/programacion/excelentia-rachmaninov-patetica-tchaikovsky/@@images/8c404535-79a4-40ae-9d27-952c275ec8d1.jpeg
Excelentia. Bach: Conciertos de Brandeburgo (II);Sala de Cámara;2024-11-30;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-bach-conciertos-de-brandeburgo-ii;"Orquesta Clásica Santa Cecilia
Bach Suite orquestal núm 2 en si menor BWV 1067
Concierto de Brandeburgo No. 3 en sol mayor, BWV 1048
Concierto de Brandeburgo No. 5 en re mayor, BWV 1050
Concierto de Brandeburgo No. 6 en si bemol mayor, BWV 1051";77 y 65 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-bach-conciertos-de-brandeburgo-ii/@@images/19029e78-71de-4747-8cab-aac3e237c481.jpeg
UPM. De Norte a Sur;Sala Sinfónica;2024-11-30;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/upm-de-norte-a-sur;"
ORQUESTA METROPOLITANA DE MADRID Directora: Silvia Sanz Torre Pareja de tango: Natalia Vicente y Juan Manuel Nieto
PROGRAMA Parte I S. Barber, Adagio para cuerdas L. Bernstein, Danzas Sinfónicas de West Side Story G. Gershwin, Obertura Girl Crazy
Parte II C. Gardel, Por una cabeza A. Márquez, Danzón nº2 M. Morés, La tanguera A. Pérez Prado, Mambos 5 y 8";35, 29, 21 y  9'50 €;https://www.auditorionacional.mcu.es/es/programacion/upm-de-norte-a-sur/@@images/ad5a4134-9855-44a4-be46-ea88ea5b9b63.jpeg
CNDM. Yamen Saadi,  Sara Ferrández & Kian Soltani;Sala de Cámara;2024-12-02;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-yamen-saadi-sara-ferrandez-kian-soltani;Yamen Saadi, violín Sara Ferrández, viola Kian Soltani, violonchelo Johann Sebastian Bach (1685-1750) Variaciones Goldberg, BWV 988 (1741, arr. para trío de cuerda de D. Sitkovetski);28, 21 y 14 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-yamen-saadi-sara-ferrandez-kian-soltani/@@images/0473b81e-9b33-4cda-9da3-c1f1fa31074b.jpeg
Ibermúsica. Carmina Burana y Orfeón Donostiarra;Sala Sinfónica;2024-12-02;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-carmina-burana-y-orfeon-donostiarra;"ADDA Simfònica Alicante Orfeón Donostiarra Josep Vicent, dirección José Antonio Sainz Alfaro, dirección de coro
Ravel Daphnis et Chloe, segunda suite Orff Carmina Burana";115, 105, 90, 85, 55, 45 y 30 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-carmina-burana-y-orfeon-donostiarra/@@images/659163da-3d89-4e0d-963c-10d56d4cfa6e.jpeg
OCNE. Satélite 08.  Arpas y Voces en Navidad;Sala de Cámara;2024-12-03;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-08-arpas-y-voces-en-navidad;"
Voces huelgas Carmen Gurriarán Agnieszka Grzywacz Rosa de Segovia Marta de Andrés Pilar Pujol Helia Martínez Marta Bornaechea Voces Nuria Llopis Arpa Sofía Alegre Fídula La Navidad medieval (cantada en latín)
La Navidad renacentista (cantada en romance)";12 €;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-08-arpas-y-voces-en-navidad/@@images/c751e443-beaa-458a-a406-6a7487f5d64f.jpeg
NK Prodarte. Gran Antología de la Zarzuela;Sala Sinfónica;2024-12-03;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-gran-antologia-de-la-zarzuela;"Orquesta Filarmónica de España ""Gran Antología de la Zarzuela""";67, 62, 52, 47, 42 y 37 €;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-gran-antologia-de-la-zarzuela/@@images/e41aece2-5ffe-4e7b-8213-bfda9926504c.jpeg
"CNDM. Los Elementos: ""Villancicos y Cantadas Navideñas""";Sala de Cámara;2024-12-04;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-los-elementos-villancicos-y-cantadas-navidenas;"Los Elementos DEBORAH CACHET, soprano ALBERTO MIGUÉLEZ ROUCO, alto y dirección
Programa ""Villancicos y cantadas navideñas"" Francisco Corselli (1705-1778) Rompa, Señor, mi acento, cantada al Santísimo para alto, dos violines y bajo continuo José de Nebra (1702-1768) Sinfonía n.º 8 en do mayor F. Corselli Hueco laurel frondoso, cantada de Navidad (1748) Nicola Porpora (1686-1768) Sinfonia da camera en sol menor, op. 2, n.º 3 (1736 ) F. Corselli Felicísimo Alzino, villancico de Navidad a dúo";28, 21 y 14 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-los-elementos-villancicos-y-cantadas-navidenas/@@images/ad8f8475-ac2d-451a-96e9-617b98298071.jpeg
Maelicum Conciertos. Vive Vivaldi;Sala Sinfónica;2024-12-07;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/maelicum-conciertos-vive-vivaldi;"Stift Festival Orchestra de Países Bajos Daniel Rowland, solo violín y director Majda Bogdanovi?, cello Floor Le Coultre, violín ""Vive Vivaldi"" Antonio Vivaldi (1678-1741) La Follia, RV 63 Violin Concerto: La Tempesta di mare, RV 253 Osvaldo Golijov (1960) Tenebrae, para orquesta de cuerda Antonio Vivaldi (1678-1741) Concerto for violin & cello in B flat, RV 457 Max Richter (1966) Vivaldi’s Four Seasons Recomposed";79, 63, 59, 49, 44, 39, 34, 29, 24, 19 y 10 €;https://www.auditorionacional.mcu.es/es/programacion/maelicum-conciertos-vive-vivaldi/@@images/3f67f80c-53f9-490f-af9e-a8c7de0b0903.jpeg
Filarmonía de Madrid. Concierto de Navidad;Sala Sinfónica;2024-12-11;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/filarmonia-de-madrid-concierto-de-navidad-1;"Orquesta, Coro y Ballet Filarmonía Rafael Albiñana, director de Coro Pascual Osa, director artístico José Manuel Buzón, coreógrafo
Obras de temática navideña como: Oratorio de Navidad (J. S. Bach), Oh Holy Night (A. Adam) o el Panis Angelicus (C. Frank)";56, 49, 41, 32 y 28 €;https://www.auditorionacional.mcu.es/es/programacion/filarmonia-de-madrid-concierto-de-navidad-1/@@images/abf4fe97-cf5f-4f3b-a099-0583e035c673.png
Ibermúsica. Le Concert D’Astrée;Sala Sinfónica;2024-12-12;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-le-concert-d2019astree;Le Concert D’Astrée Emmanuelle Haïm, dirección Programa Haendel Música acuática, Suite en Re Bach Suite orquestal en Re Mayor Haendel Música acuática, Suite en Fa Haendel Música para los Reales fuegos artificiales;83, 70, 59, 55, 43, 34 y 20 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-le-concert-d2019astree/@@images/baa28fbd-6812-4f52-afd3-d832706da6fb.jpeg
OCNE. Sinfónico 8;Sala Sinfónica;2024-12-13;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-8-1;"
Orquesta Nacional de España Josep Pons Director
Richard Wagner El Anillo sin palabras (arr. Lorin Maazel)";40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-8-1/@@images/915119fa-7a58-4ce8-83f2-fed7521869e5.jpeg
OCNE. Sinfónico 8;Sala Sinfónica;2024-12-14;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-8-1;"
Orquesta Nacional de España Josep Pons Director
Richard Wagner El Anillo sin palabras (arr. Lorin Maazel)";40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-8-1/@@images/915119fa-7a58-4ce8-83f2-fed7521869e5.jpeg
Excelentia. Concierto de Aranjuez;Sala de Cámara;2024-12-14;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-gala-de-navidad-1;"
Orquesta Clásica Santa Cecilia José Luis López Antón, director Alejandro Hurtado, guitarra

Programa Arriaga: Obertura «Los esclavos felices»
Beethoven: Sinfonía N.º 2 en Re M, Op. 36
Tárrega: Gran jota (Guitarra sola)
Bacarisse: Romanza del Concertino para guitarra
Rodrigo: Concierto de Aranjuez
";77 y 65 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-gala-de-navidad-1/@@images/608431e6-0a9a-46f4-ac95-2493456a16ad.jpeg
OCNE. Sinfónico 8;Sala Sinfónica;2024-12-15;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-8-1;"
Orquesta Nacional de España Josep Pons Director
Richard Wagner El Anillo sin palabras (arr. Lorin Maazel)";40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-8-1/@@images/915119fa-7a58-4ce8-83f2-fed7521869e5.jpeg
Orquesta Camerata Musicalis. Mucho Más que un Concierto. Mendelssohn;Sala de Cámara;2024-12-15;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/orquesta-camerata-musicalis-mucho-mas-que-un-concierto-mendelssohn;Orquesta Camerata Musicalis Edgar Martín Jiménez, director F. Mendelssohn Sinfonía Núm. 3 «Escocesa»;37’50,  29’50,  23’50 y  18’50 €;https://www.auditorionacional.mcu.es/es/programacion/orquesta-camerata-musicalis-mucho-mas-que-un-concierto-mendelssohn/@@images/de2f21ad-6437-4005-91dc-276cafcca801.jpeg
Excelentia. Novena de Beethoven;Sala Sinfónica;2024-12-15;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-novena-de-beethoven-2;Sociedad Coral Excelentia de Madrid Orquesta Clásica Santa Cecilia Director, Kynan Johns Letitia Vitelaru, soprano Luis Gómes, tenor David Cervera, bajo Beatriz Oleaga, mezzo I Glinka: Ruslan and Lyudmila, obertura Mendelssohn: Sinfonía núm. 4 «Italiana» II Beethoven: Sinfonía núm. 9 «Coral»;88, 85, 78, 64, 58 y 44 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-novena-de-beethoven-2/@@images/39555075-d1d4-4130-9186-470e7c8ee1c7.jpeg
ORCAM. Sinfónico IV. Viaje Espiritual;Sala Sinfónica;2024-12-16;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/orcam-sinfonico-iv-viaje-espiritual;"

Orquesta y Coro de la Comunidad de Madrid Irene Más, SOPRANO Anna Alàs, CONTRALTO Juan Sancho, TENOR Elias Arranz, BAJO Javier Carmena, DIRECTOR CORO Josep Vila i Casañas, DIRECTOR
George Frideric Handel El Mesías HWV 56";36, 28, 23 y 15 €;https://www.auditorionacional.mcu.es/es/programacion/orcam-sinfonico-iv-viaje-espiritual/@@images/fd1e97fc-d4d7-4325-8f86-ee94e2d4241b.jpeg
OCNE. Satélite 09.  Sinergias;Sala de Cámara;2024-12-17;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-09-sinergias;"Virtuo Ensemble
Ángel Belda Clarinete Pepe Sotorres Flauta Josep Trescolí Violonchelo Coline-Marie Orliac Arpa Beatriz Oleaga Mezzosoprano
Heitor Villa-Lobos: Assobio a Jato, W. 493, para flauta y violonchelo Harry Sdraulig: Serenade, para flauta, clarinete y violonchelo Gilad Cohen: Trío for a Spry Clarinet, Weeping Cello and Ruminating Harp Mario Totaro: Folk Medley, para mezzosoprano, flauta, clarinete y arpa";12 €;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-09-sinergias/@@images/b484a951-b267-4851-978f-21fab580d833.jpeg
Orquesta Sinfónica de Madrid. Juanjo Mena;Sala Sinfónica;2024-12-18;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/orquesta-sinfonica-de-madrid-15;"Orquesta Sinfónica de Madrid Juanjo Mena DIRECTOR
Coro Orfeón Pamplonés Igor Ijurra Fernández, director de coro
Jacquelyn Wagner, soprano Steve Davislim, tenor Cristina Faus, mezzo-soprano Fernando Campero, barítono-bajo
Ludwig van Beethoven Sinfonía nº 9 en Re menor, op. 125, “Coral”";70, 55 y 30 €;https://www.auditorionacional.mcu.es/es/programacion/orquesta-sinfonica-de-madrid-15/@@images/177ec660-4e84-40d5-802c-7324f31a87d8.jpeg
Ibermúsica. Albert Cano Smit;Sala de Cámara;2024-12-19;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-albert-cano-smit;"
Albert Cano Smit, piano";No disponible;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-albert-cano-smit/@@images/471c527a-336a-45b7-a4e8-2b51f711a323.jpeg
NK Prodarte. Alabama Gospel Choir;Sala Sinfónica;2024-12-19;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-alabama-gospel-choir;Alabama Gospel Choir;52, 47, 42, 38, 36 y 32 €;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-alabama-gospel-choir/@@images/5d252e9c-7547-430a-bedf-c70466157665.jpeg
Fundación Orquesta Sinfónica Chamartín. FOSC. Música de Películas;Sala de Cámara;2024-12-20;18:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/fundacion-orquesta-sinfonica-chamartin-fosc-musica-de-peliculas;Orquesta Celeste Classic Programa El padrino Aladdin Cavallería Rusticana. Mascagni. El padrino III Grease Sound of music (sonrisas y lágrimas) La la land Piratas del Caribe Braveheart Harry Potter medley Two Strauss Valses Vals nº2 Shostakovich Pizzicato Polka Popurri villancicos El tamborilero Hacia Belén va una burra Blanca Navidad Marcha Radetzky;20, 15 y 5 €;https://www.auditorionacional.mcu.es/es/programacion/fundacion-orquesta-sinfonica-chamartin-fosc-musica-de-peliculas/@@images/fc1fb584-52e5-4e00-8f53-66e9edb84b81.jpeg
OCNE. Sinfónico 9;Sala Sinfónica;2024-12-20;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-9-1;Orquesta y Coro Nacionales de España Paul Agnew Director Mari Eriksmoen Soprano Xavier Sabata Contratenor Levy Sekgapane Tenor José Antonio López Bajo Georg Friedrich Händel El Mesías HWV 56;40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-9-1/@@images/eefe8c87-86bf-4fd7-9eb7-7c7fda9f2d3d.jpeg
Fundación Orquesta Sinfónica Chamartín. FOSC. New York Christmas Concert;Sala de Cámara;2024-12-20;21:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/fundacion-orquesta-sinfonica-chamartin-fosc-new-york-christmas-concert;Big Band Celeste 21 1º Parte • I Just Called To Say I Love You ……...Steve Wonder • Never Gonna Give You Up ……..Mike Stock. Arr Rick Stitzel • Jazz Band……Henghel Gualdi Clarinete Solista: Sergio Hurtado • Aladdin Selección………..Alan Menken • Let It Got ( Frozen)……Kristen Anderson/Robert Lopez. Arr. Rick Stitzel • Boggie Shoes ……Harry Wayne Casey/ Richard Finch. Arr Paul Murtha • The Things That Need To Heal……………..Michele Fernández Piano Solista: Marina Lorenzo 2º Parte • Last Christmas ……….George Michael • Jazz To The World……..Lowell Mason. Arr. Mike Story • White Christmas……..Irving Berlin. Arr. Michael Sweeney • This Christmas……..Donny Hathaway/Nadine McKinnor. Arr- John Berry • Here Comes Santa Claus………Gene Autry/Oakley Haldeman. Arr. John Berry • Sleigh Rice……Leroy Anderson. Arr. Mike Story • The Most Wonderfull Time of The Year….Eddie Pola/George Wyle. Arr. Paul Murtha;20, 15 y 5 €;https://www.auditorionacional.mcu.es/es/programacion/fundacion-orquesta-sinfonica-chamartin-fosc-new-york-christmas-concert/@@images/93531b9e-fa5d-41a7-814f-2770f97593bd.jpeg
UAM. Cuento de Navidad;Sala de Cámara;2024-12-21;12:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/uam-cuento-de-navidad;"Conjunto de Cámara Coros Gustavo Sánchez; dirección musical Narradora y bailarines Espectáculo musical con obras de Luis Ponce de León y villancicos tradicionales";40, 30 y 25 €;https://www.auditorionacional.mcu.es/es/programacion/uam-cuento-de-navidad/@@images/c628bfe6-e25c-45c7-957b-a47d0ff88d90.jpeg
"UPM. Gala de Zarzuela ""Por las Calles de Madrid""";Sala Sinfónica;2024-12-21;12:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/upm-gala-de-zarzuela-por-las-calles-de-madrid;COMPAÑÍA L’OPERAMORE Director: Javier Corcuera Martínez CORO DE LA UNIVERSIDAD POLITÉCNICA DE MADRID Raquel Albarrán, Soprano Giselle Fundora, Mezzosoprano César Arrieta, Tenor Marco Moncloa, Barítono PROGRAMA Gala de Zarzuela con números de El Barberillo de Lavapiés, La Gran Vía…;35, 29, 21 y  9'50 €;https://www.auditorionacional.mcu.es/es/programacion/upm-gala-de-zarzuela-por-las-calles-de-madrid/@@images/0caeaf41-4c33-4fc5-9bf6-bc741d8b3c54.jpeg
OCNE. Sinfónico 9;Sala Sinfónica;2024-12-21;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-9-1;Orquesta y Coro Nacionales de España Paul Agnew Director Mari Eriksmoen Soprano Xavier Sabata Contratenor Levy Sekgapane Tenor José Antonio López Bajo Georg Friedrich Händel El Mesías HWV 56;40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-9-1/@@images/eefe8c87-86bf-4fd7-9eb7-7c7fda9f2d3d.jpeg
OCNE. Sinfónico 9;Sala Sinfónica;2024-12-22;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-9-1;Orquesta y Coro Nacionales de España Paul Agnew Director Mari Eriksmoen Soprano Xavier Sabata Contratenor Levy Sekgapane Tenor José Antonio López Bajo Georg Friedrich Händel El Mesías HWV 56;40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-9-1/@@images/eefe8c87-86bf-4fd7-9eb7-7c7fda9f2d3d.jpeg
Excelentia. Mesías de Händel;Sala de Cámara;2024-12-22;12:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-mesias-de-handel-4;Excelentia Vocal Ensemble Orquesta Clásica Santa Cecilia Director, Kynan Johns Rocío Martínez, soprano Beatriz Oleaga, mezzo Víctor Sordo, tenor David Cervera, bajo G. F. Händel El Mesías;77 y 65 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-mesias-de-handel-4/@@images/0b32e0ae-cbf4-4387-b36b-2e63212cd34b.jpeg
Excelentia. Gala de Navidad;Sala Sinfónica;2024-12-22;18:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-gala-de-navidad-2;Sociedad Coral Excelentia de Madrid Orquesta Clásica Santa Cecilia Kynan Johns, director Letitia Vitelaru, soprano Luis Gómes, tenor Sleigh ride (Anderson) A festive Christmas celebration (Anderson) Happy Christmas. War is over (Lenon, Y. Ono) O Holy Night White Christmas Satchmo (Tributo a Louis Armstrong) Adeste Fideles Campana sobre campana Hallelujah (Cohen) Hacia Belén va una burra Feliz Navidad (Feliciano) You raise me up Noche de paz Ay, para Navidad My Way God bless us everyone New York, New York Amigos para siempre;88, 85, 78, 64, 58 y 44 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-gala-de-navidad-2/@@images/8d96af7f-63be-4e08-ac00-7df3ecea3fc1.jpeg
Excelentia. Morricone & Williams: 100 Años de Cine;Sala Sinfónica;2024-12-22;21:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-morricone-williams-100-anos-de-cine;Royal Film Concert Orchestra Director: Fernando Furones El Bueno, el feo y el malo Cinema Paradiso Los intocables Por un puñado de dólares Érase una vez en América The ecstasy of gold Chi Mai (de El profesional) La califfa Rabbia e tarantella (de Malditos bastardos) Parque Jurásico Harry Potter E.T. La lista de Schindler Hook Indiana Jones Encuentros en la tercera fase Olympic fanfare and theme Star Wars: Throne room & End title;68, 65, 62, 56, 52, 44, 42 y 38 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-morricone-williams-100-anos-de-cine/@@images/00881f74-e19e-4013-8baf-fd2e5e465a23.jpeg
Excelentia. Mesías de Händel;Sala Sinfónica;2024-12-23;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-mesias-de-handel-5;Orquesta Clásica Santa Cecilia Sociedad Coral Excelentia de Madrid Director, Kynan Johns Rocío Martínez, soprano Beatriz Oleaga, mezzo Víctor Sordo, tenor David Cervera, bajo G. F. Händel El Mesías;78, 72, 68, 59, 48 y 44 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-mesias-de-handel-5/@@images/50333272-e623-4727-848f-e07df05d98f3.jpeg
Excelentia. Concierto de Año Nuevo;Sala Sinfónica;2024-12-26;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-concierto-de-ano-nuevo-6;Orquesta Clásica Santa Cecilia Kynan Johns, director Programa Suppé: Caballería ligera Strauss: Banditen-Galopp, op. 378 Waldteufel: Los patinadores, vals Strauss II: La caza, polka, op. 373 Strauss II: Orpheus-Quadrille op. 236 Strauss: Vals del Emperador, op. 437 Hans Christian Lumbye: Copenhagen Steamrailway Galopp Chabrier: España, vals Strauss: Rosas del Sur, vals Strauss: Carmen Quadrille Strauss II: Marcha egipcia Waldteufel: Estudiantina, vals Hans Christian Lumbye: Champagne Galopp Strauss II: El bosque de Krapfen, polka op. 336 Strauss: El Danubio Azul Strauss: Marcha Radetzky;88, 78, 74, 68, 56, 48 y 44 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-concierto-de-ano-nuevo-6/@@images/372fcba8-0b3f-4255-a494-14ae7f22dfcc.jpeg
NK Prodarte. John Williams & Hans Zimmer;Sala Sinfónica;2024-12-26;22:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-john-williams-hans-zimmer;"Hollywood Symphony Orchestra ""John Williams & Hans Zimmer""";57, 52, 42, 38, 36 y 32 €;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-john-williams-hans-zimmer/@@images/3e252022-a45c-4064-a5e9-f81d2a14f42f.jpeg
Filarmonía de Madrid. Viena en Madrid;Sala Sinfónica;2024-12-27;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/filarmonia-de-madrid-viena-en-madrid-3;Orquesta Filarmonía Compañía Jac Ballet Director Artístico: Pascual Osa Selección de Valses y Polcas tradicionales del concierto de año nuevo vienés;56, 49, 41, 32 y 28 €;https://www.auditorionacional.mcu.es/es/programacion/filarmonia-de-madrid-viena-en-madrid-3/@@images/640644f7-aeb6-4138-afec-79915ca13d7e.png
NK Prodarte. Gran Concierto de Navidad;Sala Sinfónica;2024-12-28;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-gran-concierto-de-navidad-1;"Strauss Festival Orchestra & Ballet Ensemble ""Gran Concierto de Navidad""";57, 52, 42, 38, 36 y 32 €;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-gran-concierto-de-navidad-1/@@images/31d86db0-2a5c-4b15-a60c-1c06d66b5852.jpeg
AEMBOES / Madrid Sinfónica Décimo Arte. Concierto Navidad;Sala de Cámara;2024-12-28;12:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/aemboes-madrid-sinfonica-decimo-arte-concierto-navidad;"Madrid Sinfónica Décimo Arte Director: Alberto G. López I P.I. TCHAIKOVSKY (1840-1893) El Cascanueces (selección) El Lago de los Cisnes (selección) La Bella Durmiente (selección) II STRAUSS II (1825-1899) Vals del Emperador, op. 437 SHOSTAKOVICH (1906-1975) Vals núm. 2 STRAUSS II (1825-1899) J. STRAUSS (1827-1870) Pizzicato Polka, op. 23 ROSAS (1868-1894) Vals ""Sobre las Olas"" STRAUSS II (1825-1899) Voces de Primavera, op. 410 WALDTEUFEL (1837-1915) Vals “España”, op. 236";38, 35, 33, 29 y 25 €;https://www.auditorionacional.mcu.es/es/programacion/aemboes-madrid-sinfonica-decimo-arte-concierto-navidad/@@images/16cafb85-d19f-403e-82e9-9adfb338ea61.jpeg
Grupo Concertante Talía. Ciclo Sinfónico-Coral. Singing Europe;Sala Sinfónica;2024-12-28;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/grupo-concertante-talia-ciclo-sinfonico-coral-singing-europe;"
Orquesta Metropolitana de Madrid Coro Talía Directora titular: Silvia Sanz Torre ""Pop y rock sinfónico europeo""";38, 34, 28 y 19 €;https://www.auditorionacional.mcu.es/es/programacion/grupo-concertante-talia-ciclo-sinfonico-coral-singing-europe/@@images/587680ea-1672-40c6-9065-3b6101494fb4.jpeg
Film Symphony Orchestra. Xmassy! La Banda Sonora de la Navidad;Sala Sinfónica;2024-12-28;22:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/film-symphony-orchestra-xmassy-la-banda-sonora-de-la-navidad;Film Symphony Orchestra Constantino Martínez-Orts, director Bandas sonoras de Solo en casa, Pesadilla antes de Navidad, Eduardo Manostijeras, Harry Potter y la piedra filosofal, Love Actually, Cuento de Navidad, The Holiday, Qué bello es vivir o Miracle on 34th Street...;67, 63, 57, 52, 39 y 34 €;https://www.auditorionacional.mcu.es/es/programacion/film-symphony-orchestra-xmassy-la-banda-sonora-de-la-navidad/@@images/b4c31652-1b0e-454f-916c-664bda3f1355.jpeg
NK Prodarte. Johann Strauss: Gran Concierto de Año Nuevo;Sala Sinfónica;2024-12-29;18:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-johann-strauss-gran-concierto-de-ano-nuevo-3;"Strauss Festival Orchestra & Ballet Ensemble ""Johann Strauss: Gran Concierto de Año Nuevo""";77, 72, 62, 57, 52 y 47 €;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-johann-strauss-gran-concierto-de-ano-nuevo-3/@@images/f7551fed-019c-4d6f-9986-a851b847009d.jpeg
