Título;Sala;Fecha;Hora;Más información;Programa;Precio;Imagen
NK Prodarte. Ennio Morricone y 100 años de Cine;Sala Sinfónica;2025-01-23;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-ennio-morricone-y-100-anos-de-cine;"Hollywood Symphony Orchestra
""Ennio Morricone y 100 años de Cine""";57, 52, 42, 38, 36 y 32 €;https://www.auditorionacional.mcu.es/es/programacion/nk-prodarte-ennio-morricone-y-100-anos-de-cine/@@images/49b376c9-6166-4f96-925f-723fba5132cb.jpeg
OCNE. Sinfónico 12;Sala Sinfónica;2025-01-24;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-12-1;"Orquesta Nacional de España Jaime Martín Director Jennifer France Soprano Emma Bell Soprano
Brett Dean Ins spe contra spem * Serguéi Rajmáninov Sinfonía núm. 2 en Mi menor, op. 27 * Estreno en España";40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-12-1/@@images/69df6aca-1ea8-49e3-8600-81d539416013.jpeg
Grupo Concertante Talía. Música y Juguetes;Sala Sinfónica;2025-01-25;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/grupo-concertante-talia-musica-y-juguetes-6;Orquesta Metropolitana de Madrid Coro Talía Coro Infantil Talía Mini Directora titular: Silvia Sanz Torre Programa: Obras clásicas con juguetes Música clásica, de cine y dibujos animados con orquesta y coro sinfónicos;29, 26, 20 y 14 €;https://www.auditorionacional.mcu.es/es/programacion/grupo-concertante-talia-musica-y-juguetes-6/@@images/b251aacb-bee9-4a1d-ab1c-db19169a9db1.jpeg
OCNE. Sinfónico 12;Sala Sinfónica;2025-01-25;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-12-1;"Orquesta Nacional de España Jaime Martín Director Jennifer France Soprano Emma Bell Soprano
Brett Dean Ins spe contra spem * Serguéi Rajmáninov Sinfonía núm. 2 en Mi menor, op. 27 * Estreno en España";40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-12-1/@@images/69df6aca-1ea8-49e3-8600-81d539416013.jpeg
Ibermúsica. Gustavo Dudamel y Orquesta Simón Bolívar;Sala Sinfónica;2025-01-25;22:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-gustavo-dudamel-y-orquesta-simon-bolivar;Orquesta Simón Bolívar Coro de la Comunidad de Madrid Pequeños Cantores de la ORCAM Gustavo Dudamel, dirección Programa Mahler Sinfonía núm. 3;194, 161, 146, 130, 80, 70 y 45 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-gustavo-dudamel-y-orquesta-simon-bolivar/@@images/81c47939-0cfa-4b9c-a77d-067529537812.jpeg
OCNE. Sinfónico 12;Sala Sinfónica;2025-01-26;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-12-1;"Orquesta Nacional de España Jaime Martín Director Jennifer France Soprano Emma Bell Soprano
Brett Dean Ins spe contra spem * Serguéi Rajmáninov Sinfonía núm. 2 en Mi menor, op. 27 * Estreno en España";40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-12-1/@@images/69df6aca-1ea8-49e3-8600-81d539416013.jpeg
Excelentia. Vivaldi & Paganini: Genios del Violín;Sala de Cámara;2025-01-26;12:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-vivaldi-paganini-genios-del-violin;Délica Chamber Orchestra Vivaldi – Concierto L’estro Armonico Op.3 N8 Vivaldi – Concerto grosso Op.3 N11 Tartini – El trino del diablo Vivaldi – “Invierno” de las cuatro estaciones. Allegro Vivaldi – “Invierno” de las cuatro estaciones. Largo Paganini – Cantabile y Vals Vivaldi – Concierto “Alla Rústica” RV151 Paganini – Campanella Vivaldi – “Verano” de las cuatro estaciones. Presto Paganini – Caprice N24 Paganini – Carnival de Venice;65 y 58 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-vivaldi-paganini-genios-del-violin/@@images/d74ee0c7-c0f6-4ed6-933a-ca678864c165.jpeg
Filarmonía de Madrid.  Antología de la Zarzuela;Sala Sinfónica;2025-01-26;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/filarmonia-de-madrid-antologia-de-la-zarzuela-3;"Orquesta, Coro y Ballet Filarmonía Participativos Filarmonía José Manuel Buzón, director de Escena y coreógrafo Paz Volpini, directora general Antología de la Zarzuela Rafael Albiñana, director de Coro Pascual Osa, director musical ""Antología de la Zarzuela"" Nuevo programa con una selección de fragmentos de zarzuela";56, 49, 41, 32 y 28 €;https://www.auditorionacional.mcu.es/es/programacion/filarmonia-de-madrid-antologia-de-la-zarzuela-3/@@images/693d138c-15b3-4e9b-bd19-2916db0382f3.png
Orquesta Sinfónica de Madrid. Gustavo Gimeno;Sala Sinfónica;2025-01-27;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/orquesta-sinfonica-de-madrid-16;"Orquesta Sinfónica de Madrid Gustavo Gimeno DIRECTOR
Alexander Borodin Obertura del Príncipe Igor
Igor Stravinsky Divertimento de “El beso del hada” Piotr Ilich Chaikovski Sinfonía Nº 5 Op. 64 en Mi menor";45, 30, 18 y 10 €;https://www.auditorionacional.mcu.es/es/programacion/orquesta-sinfonica-de-madrid-16/@@images/3444aed6-d645-4435-bbc8-feb6d0cd40a1.jpeg
CNDM. The Paramount Quartet;Sala de Cámara;2025-01-27;20:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-the-paramount-quartet;The Paramount Quartet Joe Lovano, saxo Julian Lage, guitarra Santi Debriano, contrabajo Will Calhoun, batería;36, 27 y 18 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-the-paramount-quartet/@@images/92fe3565-845b-4b14-825a-8ae5bd27c8c5.jpeg
OCNE. Satélite 11. Creación Española de Vanguardia para Quinteto de etales;Sala de Cámara;2025-01-28;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-11-creacion-espanola-de-vanguardia-para-quinteto-de-etales;bassONEquintet Adán Delgado Juan Antonio Martínez Trompetas Pedro Jorge Trompa Juan Carlos Matamoros Trombón José Martínez Tuba Obras de Cristóbal Halffter, Joan Vicent Machí i Castell, José Vicente Egea, Andrés Valero Castells, Juan José Colomer, Nuria Núñez Hierro e Irene Raquel Fariña Alonso* *Estreno absoluto. Obra encargo de la Orquesta y Coro Nacionales de España;12 €;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-11-creacion-espanola-de-vanguardia-para-quinteto-de-etales/@@images/f526abcd-e5e8-40aa-94a3-a23cb3cc3d1b.jpeg
Ibermúsica. Royal Concertgebouw Orchestra;Sala Sinfónica;2025-01-28;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-royal-concertgebouw-orchestra-5;"
Royal Concertgebouw Orchestra Klaus Mäkelä, dirección Programa Unsuk Chin Subito con forza Wagner Idilio de Sigfrido Strauss Una vida de héroe, poema sinfónico op. 40";220, 180, 160, 145, 90, 80 y 50 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-royal-concertgebouw-orchestra-5/@@images/e3c1163e-165a-42a6-8b86-2769e333cc0a.jpeg
Ibermúsica. Royal Concertgebouw Orchestra;Sala Sinfónica;2025-01-29;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-royal-concertgebouw-orchestra-6;Royal Concertgebouw Orchestra Klaus Mäkelä, dirección Janine Jansen, violín Programa Purcell Marcha de la Música para el funeral de la Reina María 2' Britten Concierto para violín, op.15 Downland Lacrimae antiquae Schumann Sinfonía núm. 2;220, 180, 160, 145, 90, 80 y 50 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-royal-concertgebouw-orchestra-6/@@images/bdd0bbbd-709e-439e-82ee-f597e186962d.jpeg
La Filarmónica. Cantatas de Bach;Sala Sinfónica;2025-01-30;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/la-filarmonica-cantatas-de-bach-1;Collegium Vocale Gent, orquesta y coro Philippe Herreweghe, director Dorothee Mields, soprano Alex Potter, contratenor Guy Cutting, tenor Kresimir Strazanac, bajo J. S. Bach Cantata BWV 8 “Liebster Gott, wenn werd ich sterben?” Cantata BWV 138 “Warum betrübst du dich, mein herz” Cantata BWV 75 “Die Elenden sollen essen”;98, 76, 60, 51, 47, 38 y 32 €;https://www.auditorionacional.mcu.es/es/programacion/la-filarmonica-cantatas-de-bach-1/@@images/46776dad-3630-4729-911e-ca9b4ec75ea1.jpeg
OCNE. Sinfónico 13;Sala Sinfónica;2025-01-31;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-13-1;Orquesta y Coro Nacionales de España Coro de la Comunidad de Madrid Lars Woldt, bajo/narrador David Afkham, director Felix Mendelssohn Salmo 114, op. 51 Arnold Schönberg Un superviviente de Varsovia, op. 46 Dmitri Shostakóvich Sinfonía núm. 8 en Do menor, op. 65;40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-13-1/@@images/8afe6601-c682-4eb1-aab3-7ced648e97a6.jpeg
CNDM. Cuarteto Casals;Sala de Cámara;2025-01-31;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-cuarteto-casals-3;Cuarteto Casals Abel Tomàs, violín Vera Martínez, violín Cristina Cordero, viola Arnau Tomàs, violonchelo Franz Joseph Haydn (1732-1809) Cuarteto de cuerda en do mayor, op. 20, n.º 2 (1772) Wolfgang Amadeus Mozart (1756-1791) Cuarteto de cuerda n.º 20 en re mayor ‘Hoffmeister’, K 499 (1786) Johannes Brahms (1833-1897) Cuarteto de cuerda n.º 1 en do menor, op. 51 (1873);28, 21 y 14 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-cuarteto-casals-3/@@images/051533cf-9ca1-4fa8-b5a9-cda2966ca5c7.jpeg
OCNE. Sinfónico 13;Sala Sinfónica;2025-02-01;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-13-1;Orquesta y Coro Nacionales de España Coro de la Comunidad de Madrid Lars Woldt, bajo/narrador David Afkham, director Felix Mendelssohn Salmo 114, op. 51 Arnold Schönberg Un superviviente de Varsovia, op. 46 Dmitri Shostakóvich Sinfonía núm. 8 en Do menor, op. 65;40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-13-1/@@images/8afe6601-c682-4eb1-aab3-7ced648e97a6.jpeg
Excelentia. Las Cuatro Estaciones de Vivaldi;Sala de Cámara;2025-02-01;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-2;"Délica Chamber Orchestra

Vivaldi Las Cuatro Estaciones
";65 y 58 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-2/@@images/1654fbad-8a7c-4246-90cd-75005752ac51.jpeg
OCNE. Sinfónico 13;Sala Sinfónica;2025-02-02;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-13-1;Orquesta y Coro Nacionales de España Coro de la Comunidad de Madrid Lars Woldt, bajo/narrador David Afkham, director Felix Mendelssohn Salmo 114, op. 51 Arnold Schönberg Un superviviente de Varsovia, op. 46 Dmitri Shostakóvich Sinfonía núm. 8 en Do menor, op. 65;40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-13-1/@@images/8afe6601-c682-4eb1-aab3-7ced648e97a6.jpeg
CNDM. La Cetra Barockorchester Basel;Sala Sinfónica;2025-02-02;18:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-la-cetra-barockorchester-basel-1;LA CETRA BAROCKORCHESTER BASEL ANDREA MARCON, clave y dirección BENEDETTA MAZZUCATO, contralto (Arsilda) BETH TAYLOR, mezzosoprano (Lisea) NICOLÒ BALDUCCI, contratenor (Barzane) SHIRA PATCHORNIK, soprano (Mirinda) JOSÉ COCA LOZA, bajo (Cisardo) J ONE MARTÍNEZ, soprano (Nicandro) LEONARDO CORTELLAZZI, tenor (Tamese) Programa Antonio Vivaldi (1678-1741) Arsilda, regina di Ponto, RV 700 (1716);50, 40, 32, 24 y 18 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-la-cetra-barockorchester-basel-1/@@images/8f5670a7-03e9-4e28-926d-ea422122a64a.png
Ibermúsica. Münchner Philharmoniker;Sala Sinfónica;2025-02-03;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-munchner-philharmoniker-2;"
Münchner Philharmoniker Lahav Shani, dirección Hilary Hahn, violín

Mendelssohn Concierto para violín op. 64 Chaikovski Sinfonía núm. 5 en Mi menor op.64";194, 161, 146, 130, 80, 70 y 45 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-munchner-philharmoniker-2/@@images/148d136f-9a42-453d-8fc0-1a6f6daec93c.jpeg
OCNE. Satélite 12. Las Tres Edades. Monográfico sobre Gaspar Fernández;Sala de Cámara;2025-02-04;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-12-las-tres-edades-monografico-sobre-gaspar-fernandez;Arpegio Histórico Raúl Trincado Director Laura Salcedo Antonio Cárdenas Violines Joaquín Fernández Violonchelo Carmen Gurriarán Clave Delia Agúndez Soprano Marta de Andrés Mezzosoprano Marta Caamaño Contralto Fernando Cobo Tenor Jaime Carrasco Barítono Cancionero musical de la Catedral de Oaxaca (selección);12 €;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-12-las-tres-edades-monografico-sobre-gaspar-fernandez/@@images/51e4a17d-0e5c-47e9-b257-09f94a821091.jpeg
Ibermúsica. Münchner Philharmoniker;Sala Sinfónica;2025-02-04;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-munchner-philharmoniker-3;"
Münchner Philharmoniker Lahav Shani, piano y dirección

Bach Concierto para piano núm. 1 en Re menor Bruckner Sinfonía núm. 9";194, 161, 146, 130, 80, 70 y 45 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-munchner-philharmoniker-3/@@images/78ba2a45-edd6-4c77-8913-1f0c4b2b9177.jpeg
Impacta. William Christie;Sala Sinfónica;2025-02-05;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/impacta-william-christie;"Coro y Orquesta Les Arts Florissants William Christie, dirección

Ana Maria Labin, soprano Rachel Redmond, soprano Emmanuelle de Negri, soprano Juliette Mey, mezzosoprano James Way, tenor Renato Dolcini, baritono Programa: Ariodante, G.F. HaNgel: Ouverture 6. Duetto Prendi da questa mano 7. Aria Volate Amori 41. Aria Dopo notte atra e funesta 44. Duetto Bramo aver mille vite 45. Coro Ognuno acclami L’Allegro, Il Penseroso et Il moderato, G.F. Handel: 5. Viento y coro: Haste thee, nymph, and bring with thee 6. Viento y coro: Come, and trip it as you go 12 Viento: Recitativo accompagnato + Sweet bird (Partie A) 19a. Viento [& coro]: Or let the merry bells ring round 31. Coro: Recitativo + There let the pealing organ blow Fugue pour orgue 33. Coro: These pleasures Melancholy give 39. Duetto: As steals the morn upon the night 40. Coro: Thy pleasures, Moderation, give y Semele, de G.F. Handel, y de las Indias Galantes, de J.P Rameau.";95, 70, 45 y 30€;https://www.auditorionacional.mcu.es/es/programacion/impacta-william-christie/@@images/0c92f6ac-2c8a-4dc6-b37c-bbadfd721b29.jpeg
Ibermúsica. María Rubio y Josep Furió;Sala de Cámara;2025-02-06;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-maria-rubio-y-josep-furio;María Rubio, trompa Josep Furió, percusión;No disponible;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-maria-rubio-y-josep-furio/@@images/a4e9c0a7-b960-4f59-861d-28ef9d636d20.jpeg
CNDM. Brad Mehldau;Sala Sinfónica;2025-02-06;20:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-brad-mehldau-2;"
Brad Mehldau, piano ""Après Fauré""";50, 40, 32, 24 y 18 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-brad-mehldau-2/@@images/f65b1df5-0f34-444c-80ac-512c6c4d188f.jpeg
OCNE. Sinfónico 14;Sala Sinfónica;2025-02-07;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-14-1;"
Orquesta Nacional de España Anja Bihlmaier Directora Behzod Abduraimov Piano Samuel Coleridge-Taylor Balada en La menor, op. 33 Serguéi Rajmáninov Concierto para piano y orquesta núm. 2 en Do menor, op. 18 Béla Bartók Concierto para orquesta, Sz. 116";40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-14-1/@@images/1e565755-c823-46cd-9522-b43456cb29a3.jpeg
Maelicum Conciertos. Andrius Žlabys. Recital de Piano;Sala de Cámara;2025-02-07;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/maelicum-conciertos-andrius-zlabys-recital-de-piano;"Andrius Žlabys. Piano ""Echoes of light"" Johann Sebastian Bach (1685-1750) Partita No.6 en Mi menor BWV 830 Toccata, Allemande, Courante, Air, Sarabande, Tempo di Gavotta, Gigue Luis Gustavo Prado (1970) New Work. Estreno mundial Encargo de Andrius Žlabys César Franck (1822-1890) Prélude, Choral et Fugue, FWV 21 Andrius Žlabys (1977) Echoes of Light (Homenaje a W.A. Mozart) Dedicado a Sergei Babayan Encargo del Irving S. Gilmore International Piano Festival (Estreno en España)";39, 34, 29 y 10 €;https://www.auditorionacional.mcu.es/es/programacion/maelicum-conciertos-andrius-zlabys-recital-de-piano/@@images/1ee3254e-423b-41bd-9849-48fac69b2a26.jpeg
OCNE. Sinfónico 14;Sala Sinfónica;2025-02-08;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-14-1;"
Orquesta Nacional de España Anja Bihlmaier Directora Behzod Abduraimov Piano Samuel Coleridge-Taylor Balada en La menor, op. 33 Serguéi Rajmáninov Concierto para piano y orquesta núm. 2 en Do menor, op. 18 Béla Bartók Concierto para orquesta, Sz. 116";40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-14-1/@@images/1e565755-c823-46cd-9522-b43456cb29a3.jpeg
ORCAM. Tiempo de Cámara III. La Línea Invisible de Kódaly A Britten;Sala de Cámara;2025-02-08;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/orcam-la-linea-invisible-de-kodaly-a-britten;"

Coro de la Comunidad de Madrid Johannes Printz, DIRECTOR

Henry Balfour Gardiner / Evening Hymn
Benjamin Britten / Festival Te Deum, op.32
Zoltán Kodály / Missa Brevis (Kyrie y Gloria)
Maurice Duruflé / Scherzo, op.2
Benjamin Britten / An Hymn to the Virgin
Zoltán Kodály / Missa Brevis (Sanctus y Benedictus)
Gabriel Fauré / Cantique de Jean Racine
Maurice Duruflé / Fuga sobre el tema del Carrillón de las Horas de la Catedral de Soissons, op.12
Zoltán Kodály / Missa Brevis (Agnus Dei)
Benjamin Britten / Jubilate Deo";15 y 12 €;https://www.auditorionacional.mcu.es/es/programacion/orcam-la-linea-invisible-de-kodaly-a-britten/@@images/3443203c-2b0f-4042-bf7e-684074cd8aab.jpeg
OCNE. Sinfónico 14;Sala Sinfónica;2025-02-09;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-14-1;"
Orquesta Nacional de España Anja Bihlmaier Directora Behzod Abduraimov Piano Samuel Coleridge-Taylor Balada en La menor, op. 33 Serguéi Rajmáninov Concierto para piano y orquesta núm. 2 en Do menor, op. 18 Béla Bartók Concierto para orquesta, Sz. 116";40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-14-1/@@images/1e565755-c823-46cd-9522-b43456cb29a3.jpeg
Ibermúsica. 12 Chelistas de la Berliner Philharmoniker;Sala Sinfónica;2025-02-09;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-12-chelistas-de-la-berliner-philharmoniker;12 Chelistas de la Berliner Philharmoniker Programa Klengel Hymnus Blacher Blues, Española y Rumba Filarmónica Williams Catch me if you can Rota La Strada Gershwin Clap yo’ hands Shearing Lullaby of Birdland Tiziol / Ellington Caravan Dean Twelve Angry Men Giraud Sous le ciel de Paris Salgán A Don Agustín Bardi Kaiser-Lindemann The 12 in Bossa Nova Piazzolla Fuga y Misterio McCartney Yesterday;83, 70, 59, 55, 43, 34 y 20 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-12-chelistas-de-la-berliner-philharmoniker/@@images/9493b7ef-be97-4368-aee5-c2e93ac4e61c.jpeg
OCNE. Satélite 13. Harmoniemusik;Sala de Cámara;2025-02-11;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-13-harmoniemusi;"Octeto de viento de la ONE Jesús Campo Director Álvaro Octavio Flauta José María Ferrero Oboe Enrique Pérez Javier Balaguer Clarinete Enrique Abargues José Masiá Fagot Pedro Jorge Eduardo Redondo Trompa
Wolfgang Amadeus Mozart Serenata para vientos en Do menor, K. 388/384a Ruth Gipps Octeto de viento, op. 65 Carl Reinecke: Octeto de viento en Si bemol mayor, op. 216";12 €;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-13-harmoniemusi/@@images/fbe20207-316c-4ec9-b335-45b4d9a10bbc.jpeg
Ibermúsica. Orchestre de la Suisse Romande;Sala Sinfónica;2025-02-11;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-orchestre-de-la-suisse-romande-1;"
Orchestre de la Suisse Romande Jonathan Nott, director Midori, violín Programa Obertura por determinar Stravinski La consagración de la primavera Concierto para violín en Re menor op.47";194, 161, 146, 130, 80, 70 y 45 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-orchestre-de-la-suisse-romande-1/@@images/6cb55a99-1066-4792-af7d-0ca8b89739c9.jpeg
Maelicum Conciertos. La Vida es Ópera;Sala Sinfónica;2025-02-12;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/maelicum-conciertos-la-vida-es-opera;"Estíbaliz Martyn / Guiomar Cantó, Soprano Enrique Ferrer / Vitaly Kovslchuk, Tenor José Manuel Conde / Lisandro Guinis, Barítono Zhamg Yidao / José Antonio García, Bajo Sergio Kuhlmann, piano PROGRAMA
Narrador Si può?, (Prólogo) “Pagliacci” (Leoncavallo) Barítono Escena I. Juventud Oh mio babbino caro, “Gianni Schicchi” (Giacomo Puccini) Barítono Dei miei bollenti spiriti, “La Traviata” (Giacomo Puccini) Tenor Tu non sai con quei begli occhi, «La Sonnambula» (Vincenzo Bellini) Bajo Ah, para siempre te creí , “I Puritani” (Vincenzo Bellini) Barítono Escena II. Amor y Romance Vogliatemi bene, “Madama Butterfly” (Giacomo Puccini) Soprano y Tenor Donde lieta uscì… “La Bohème” (Giacomo Puccini) Soprano Madamina, il catalogo è questo, “Don Giovanni“ (Mozart) Soprano y Tenor Donna non vidi mai, “Manon Lescaut” (Giacomo Puccini) Tenor Escena III. Desafíos y Superación Dio, che nell’alma infondere, “Don Carlo” (Giuseppe Verdi) Barítono y Tenor Non so le tetre immagini, “Il Corsaro” (Giuseppe Verdi) Soprano Madamigella Valery…?, «La Traviata» (Giuseppe Verdi) Barítono y Soprano Vecchia Zimarra senti, “La Boheme” (Giacomo Puccini) Bajo Escena IV. Tragedia y celebración del amor y la victoria sobre las dificultades Eri Tu!, “Un Ballo in maschera” (Giuseppe Verdi) Barítono Oh Figli… Ah la paterna mano, “Macbeth” (Giuseppe Verdi) Tenor Di Geloso amor sprezzato, “Il Trovatore” (Giuseppe Verdi) Tenor, Soprano, Barítono Studia il passo… Come dal ciel precipita, “Macbeth” (Giuseppe Verdi) Bajo Nessun Dorma, “Turandot” (Giacomo Puccini) Tenor Final Brindisi, “La Traviata” (Giuseppe Verdi) Soprano, Tenor, Barítono, Bajo";79, 63, 59, 49, 44, 39, 34, 29, 24, 19 y 10 €;https://www.auditorionacional.mcu.es/es/programacion/maelicum-conciertos-la-vida-es-opera/@@images/9f1cead3-35dd-4f15-aab3-0fcacdaf2332.jpeg
CNDM. Les Arts Florissants;Sala de Cámara;2025-02-13;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-les-arts-florissants-10;Les Arts Florissants PAUL AGNEW, tenor y dirección Programa Antonio Draghi (ca. 1634-1700) Jephte (1680) Giacomo Carissimi (1605-1674) Historia di Jephte (1648);28, 21 y 14 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-les-arts-florissants-10/@@images/66eb516f-e59c-4cfe-9575-891ba85d205b.png
Film Symphony Orchestra. HollyLove;Sala Sinfónica;2025-02-14;19:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/film-symphony-orchestra-hollylove-2;"
Film Symphony Orchestra Constantino Martínez-Orts, director Bandas sonoras de Titanic, El guardaespaldas, Love Actually, Cinema Paradiso, Moulin Rouge, Memorias de una geisha, Star Wars, Lo que el viento se llevó, La La Land, Memorias de África, Desayuno con diamantes...";62, 57, 52, 47, 43, 37 y 29 €;https://www.auditorionacional.mcu.es/es/programacion/film-symphony-orchestra-hollylove-2/@@images/00509646-96cc-44f5-ad54-7dcc27e911d8.jpeg
CNDM. Rocío Luna & Rafa del Calli;Sala de Cámara;2025-02-14;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-rocio-luna-rafa-del-calli;"
Rocío Luna, cantaora Rafa del Calli, cantaor Luis Medina, guitarra Alberto Rodríguez Parraguilla, palmas y jaleos Richard Gutiérrez, palmas y jaleos ""Raíces flamencas""";36, 27 y 18 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-rocio-luna-rafa-del-calli/@@images/a54b550e-bc84-44fb-b09b-fd4ef35faa4c.jpeg
CNDM. Paolo Oreni;Sala Sinfónica;2025-02-15;12:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-paolo-oreni-1;"
Paolo Oreni, órgano
Programa Paolo Oreni (1979) Improvisaciones sobre la película de cine mudo El gabinete del doctor Caligari (1920), de Robert Wiene (1873-1938)";6 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-paolo-oreni-1/@@images/9d4e36de-6ce7-40f6-bddf-aed2d0843993.jpeg
Grupo Concertante Talía. Batuta 2. Los Instrumentos de Cuerda;Sala de Cámara;2025-02-15;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/grupo-concertante-talia-batuta-2-los-instrumentos-de-cuerda;"
Orquesta Metropolitana de Madrid Directora titular: Silvia Sanz Torre Antonín Dvo?ák (1841-1904) Serenata para cuerdas en mi mayor, op. 22 (concierto comentado por la directora Silvia Sanz Torre)";32 y 27 €;https://www.auditorionacional.mcu.es/es/programacion/grupo-concertante-talia-batuta-2-los-instrumentos-de-cuerda/@@images/3bf6d2a9-35c7-40ec-b354-080f5083b552.png
Orquesta Camerata Musicalis. Mucho Más que un Concierto. Mozart;Sala de Cámara;2025-02-16;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/orquesta-camerata-musicalis-mucho-mas-que-un-concierto-mozart-1;"
Orquesta Camerata Musicalis Edgar Martín Jiménez, director Pablo Barragán, clarinete W. A. Mozart Concierto para clarinete y orquesta";37’50,  29’50,  23’50 y  18’50 €;https://www.auditorionacional.mcu.es/es/programacion/orquesta-camerata-musicalis-mucho-mas-que-un-concierto-mozart-1/@@images/b01a39f8-c402-4f0a-8fb3-44839d362192.jpeg
