título;sala;fecha;hora;más información;programa;precio;imagen;procedencia;función;categoría;link de compra;ciclo;sub-ciclo;descripción;ubicación
Historia de Babar, el pequeño elefante;Sala Principal;19 enero 2025 - 11:00;11:00;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;Cuento musicalizadoEn 1931, el escritorJean BrunhoffescribióLa historia de Babar, el elefantito, un cuento que supuso toda una revolución porque fue el primer libro para niños con ilustraciones. El éxito fue tal que después escribiría más historias divertidas de este elefante.El viaje de Babar, el Rey Babar, ABC de Babar,etc.Francis Poulencno quiso desaprovechar la oportunidad, y puso música al cuento original, coloreando a través del piano la historia del pequeño protagonista, que huyendo de la selva termina siendo el rey de la gran ciudad. Tras el éxito cosechado en temporadas anteriores regresa esta bellísima producción esta vez en nuestro nuevo Real Teatro de Retiro. Reposición del Real Teatro de Retiro Música deFrancis Poulenc(1899-1963) Basado en un cuento deJean de Brunhoff Dirección escénica, dramaturgia y narradora:Ana Hernández-SanchizDirección musical y pianista:Miguel HuertasBailarina y actriz:Lara Sagastizabal Matinés escolares16, 17, 23, y 24 de enero de 2025 a las 10.30 y 12.00h FuncionesSábados 18 y 25 de enero de 2025 a las 12.00h y 17.30hDomingos 19 y 26 de enero de 2025 a las 11.00h y 13.00 Apto para todos los públicos, edad recomendada 4 años Recomendación pedagógica: 3º infantil, 1º y 2º de primaria  Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;No disponible;Teatro Real;19 enero 2025 - 11:00;null;null;null;null;null;null
Historia de Babar, el pequeño elefante;Sala Principal;19 enero 2025 - 13:00;13:00;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;Cuento musicalizadoEn 1931, el escritorJean BrunhoffescribióLa historia de Babar, el elefantito, un cuento que supuso toda una revolución porque fue el primer libro para niños con ilustraciones. El éxito fue tal que después escribiría más historias divertidas de este elefante.El viaje de Babar, el Rey Babar, ABC de Babar,etc.Francis Poulencno quiso desaprovechar la oportunidad, y puso música al cuento original, coloreando a través del piano la historia del pequeño protagonista, que huyendo de la selva termina siendo el rey de la gran ciudad. Tras el éxito cosechado en temporadas anteriores regresa esta bellísima producción esta vez en nuestro nuevo Real Teatro de Retiro. Reposición del Real Teatro de Retiro Música deFrancis Poulenc(1899-1963) Basado en un cuento deJean de Brunhoff Dirección escénica, dramaturgia y narradora:Ana Hernández-SanchizDirección musical y pianista:Miguel HuertasBailarina y actriz:Lara Sagastizabal Matinés escolares16, 17, 23, y 24 de enero de 2025 a las 10.30 y 12.00h FuncionesSábados 18 y 25 de enero de 2025 a las 12.00h y 17.30hDomingos 19 y 26 de enero de 2025 a las 11.00h y 13.00 Apto para todos los públicos, edad recomendada 4 años Recomendación pedagógica: 3º infantil, 1º y 2º de primaria  Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;No disponible;Teatro Real;19 enero 2025 - 13:00;null;null;null;null;null;null
Historia de Babar, el pequeño elefante;Sala Principal;25 enero 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;Cuento musicalizadoEn 1931, el escritorJean BrunhoffescribióLa historia de Babar, el elefantito, un cuento que supuso toda una revolución porque fue el primer libro para niños con ilustraciones. El éxito fue tal que después escribiría más historias divertidas de este elefante.El viaje de Babar, el Rey Babar, ABC de Babar,etc.Francis Poulencno quiso desaprovechar la oportunidad, y puso música al cuento original, coloreando a través del piano la historia del pequeño protagonista, que huyendo de la selva termina siendo el rey de la gran ciudad. Tras el éxito cosechado en temporadas anteriores regresa esta bellísima producción esta vez en nuestro nuevo Real Teatro de Retiro. Reposición del Real Teatro de Retiro Música deFrancis Poulenc(1899-1963) Basado en un cuento deJean de Brunhoff Dirección escénica, dramaturgia y narradora:Ana Hernández-SanchizDirección musical y pianista:Miguel HuertasBailarina y actriz:Lara Sagastizabal Matinés escolares16, 17, 23, y 24 de enero de 2025 a las 10.30 y 12.00h FuncionesSábados 18 y 25 de enero de 2025 a las 12.00h y 17.30hDomingos 19 y 26 de enero de 2025 a las 11.00h y 13.00 Apto para todos los públicos, edad recomendada 4 años Recomendación pedagógica: 3º infantil, 1º y 2º de primaria  Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;No disponible;Teatro Real;25 enero 2025 - 12:00;null;null;null;null;null;null
Historia de Babar, el pequeño elefante;Sala Principal;25 enero 2025 - 17:30;17:30;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;Cuento musicalizadoEn 1931, el escritorJean BrunhoffescribióLa historia de Babar, el elefantito, un cuento que supuso toda una revolución porque fue el primer libro para niños con ilustraciones. El éxito fue tal que después escribiría más historias divertidas de este elefante.El viaje de Babar, el Rey Babar, ABC de Babar,etc.Francis Poulencno quiso desaprovechar la oportunidad, y puso música al cuento original, coloreando a través del piano la historia del pequeño protagonista, que huyendo de la selva termina siendo el rey de la gran ciudad. Tras el éxito cosechado en temporadas anteriores regresa esta bellísima producción esta vez en nuestro nuevo Real Teatro de Retiro. Reposición del Real Teatro de Retiro Música deFrancis Poulenc(1899-1963) Basado en un cuento deJean de Brunhoff Dirección escénica, dramaturgia y narradora:Ana Hernández-SanchizDirección musical y pianista:Miguel HuertasBailarina y actriz:Lara Sagastizabal Matinés escolares16, 17, 23, y 24 de enero de 2025 a las 10.30 y 12.00h FuncionesSábados 18 y 25 de enero de 2025 a las 12.00h y 17.30hDomingos 19 y 26 de enero de 2025 a las 11.00h y 13.00 Apto para todos los públicos, edad recomendada 4 años Recomendación pedagógica: 3º infantil, 1º y 2º de primaria  Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;No disponible;Teatro Real;25 enero 2025 - 17:30;null;null;null;null;null;null
Historia de Babar, el pequeño elefante;Sala Principal;26 enero 2025 - 11:00;11:00;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;Cuento musicalizadoEn 1931, el escritorJean BrunhoffescribióLa historia de Babar, el elefantito, un cuento que supuso toda una revolución porque fue el primer libro para niños con ilustraciones. El éxito fue tal que después escribiría más historias divertidas de este elefante.El viaje de Babar, el Rey Babar, ABC de Babar,etc.Francis Poulencno quiso desaprovechar la oportunidad, y puso música al cuento original, coloreando a través del piano la historia del pequeño protagonista, que huyendo de la selva termina siendo el rey de la gran ciudad. Tras el éxito cosechado en temporadas anteriores regresa esta bellísima producción esta vez en nuestro nuevo Real Teatro de Retiro. Reposición del Real Teatro de Retiro Música deFrancis Poulenc(1899-1963) Basado en un cuento deJean de Brunhoff Dirección escénica, dramaturgia y narradora:Ana Hernández-SanchizDirección musical y pianista:Miguel HuertasBailarina y actriz:Lara Sagastizabal Matinés escolares16, 17, 23, y 24 de enero de 2025 a las 10.30 y 12.00h FuncionesSábados 18 y 25 de enero de 2025 a las 12.00h y 17.30hDomingos 19 y 26 de enero de 2025 a las 11.00h y 13.00 Apto para todos los públicos, edad recomendada 4 años Recomendación pedagógica: 3º infantil, 1º y 2º de primaria  Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;No disponible;Teatro Real;26 enero 2025 - 11:00;null;null;null;null;null;null
Historia de Babar, el pequeño elefante;Sala Principal;26 enero 2025 - 13:00;13:00;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;Cuento musicalizadoEn 1931, el escritorJean BrunhoffescribióLa historia de Babar, el elefantito, un cuento que supuso toda una revolución porque fue el primer libro para niños con ilustraciones. El éxito fue tal que después escribiría más historias divertidas de este elefante.El viaje de Babar, el Rey Babar, ABC de Babar,etc.Francis Poulencno quiso desaprovechar la oportunidad, y puso música al cuento original, coloreando a través del piano la historia del pequeño protagonista, que huyendo de la selva termina siendo el rey de la gran ciudad. Tras el éxito cosechado en temporadas anteriores regresa esta bellísima producción esta vez en nuestro nuevo Real Teatro de Retiro. Reposición del Real Teatro de Retiro Música deFrancis Poulenc(1899-1963) Basado en un cuento deJean de Brunhoff Dirección escénica, dramaturgia y narradora:Ana Hernández-SanchizDirección musical y pianista:Miguel HuertasBailarina y actriz:Lara Sagastizabal Matinés escolares16, 17, 23, y 24 de enero de 2025 a las 10.30 y 12.00h FuncionesSábados 18 y 25 de enero de 2025 a las 12.00h y 17.30hDomingos 19 y 26 de enero de 2025 a las 11.00h y 13.00 Apto para todos los públicos, edad recomendada 4 años Recomendación pedagógica: 3º infantil, 1º y 2º de primaria  Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;No disponible;Teatro Real;26 enero 2025 - 13:00;null;null;null;null;null;null
El Real en pantalla: Otello;Sala Principal;19 enero 2025 - 17:30;17:30;https://www.teatroreal.es/es/espectaculo/real-pantalla-otello;"Bajo el título ""De Verdi a Puccini: hacia la cima del bel canto"", este ciclo deópera fórumen el Real Teatro de Retiro propone conocer las producciones más espectaculares del Teatro Real dedicadas a los grandes compositores italianosGiuseppe VerdiyGiacomo Puccini. OTELLO(2016) Dramma liricoen cuatro actos Música deGiuseppe Verdi(1813-1901) Libreto de Arrigo Boito, basado en la obraOthello, or The Moor of Venice(1603) deWilliam Shakespeare Estrenada en el Teatro alla Scala de Milán el 5 de febrero de 1887 Estrenada en el Teatro Real el 9 de octubre de 1890 Nueva producción del Teatro Real en coproducción con la English National Opera y la Kungliga Operan de Estocolmo Coro y Orquestra Titulares del Teatro Real Pequeños Cantores de la Comunidad de Madrid Equipo artísticoDirector musical |Renato Palumbo Director de escena |David Alden Escenógrafo y figurinista |Jon Morrell Iluminador |Adam Silverman Coreógrafa |Maxine Braham Director del coro |Andrés Máspero Directora del coro de niños |Ana González RepartoOtello |Gregory Kunde Iago |George Petean Cassio |Alexey Dolgov Roderigo |Vicenç Esteve Ludovico |Fernando Radó Montano y un heraldo |Isaac Galán Desdemona |Ermonela Jaho Emilia |Gemma Coma-Alabert Bailarina |Claudia Agüero Bailarines |Joaquín Abella, Fredo Belda, Carlos Belén, Jordi Casas, Gabi Nicolás, Juan Manuel Ramírez, Nacho Rodríguez, Alexandro Valeiras, David Ventosa Niños bailarines |Alberto Gil, Hugo González, Mateo Montero, Clara Navarro, Aroa Ortigosa, Maggie del Real, Emma Soto Duración: 2 horas y 30 minutos1ª parte: 1 hora y 15 minutospausa: 15 minutos2º parte: 1 hora y 15 minutos Precio: 3€ Leer más Leer menos";https://www.teatroreal.es/es/espectaculo/real-pantalla-otello;No disponible;Teatro Real;19 enero 2025 - 17:30;null;null;null;null;null;null
La Cenicienta;Sala Principal;01 febrero 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/cenicienta;Ópera Esta pequeña joya de Viardot es parte de lo que se denomina ópera de salón, un género en auge durante el siglo XIX creado para los oídos expertos y los aposentos burgueses. Muchas de esas pequeñas óperas finalmente se convirtieron en reconocidas obras de arte especialmente porque sus compositores fueron grandes músicos y cantantes como: Manuel García y su hijaPauline Viardot. Paulina hermana de la Malibrán fue una prolífica compositora que nos dejó su particular visión del cuento, donde la madrastra es reemplazada por un padre un poco truhán y unas hermanastras de caricatura. La obra fue la elegida para inaugurar el Real Teatro del Retiro y debido a su éxito regresa para el disfrute de escolares y de toda la familia. Música dePauline Viardot(1821-1910)Dirección de escena: Guillermo Amaya Dirección musical y piano: Francisco Soriano Diseño de escenografía: Pablo Menor Palomo Diseño de vestuario: Raquel PorterRealización de vestuario, pelucas y utilería: Real Teatro de Retiro Una producción deTeatro Realen coproducción con elTeatro de la Maestranzade Sevilla,Teatro Cervantesde Málaga yFundación Operade Oviedo. Participación de Jóvenes cantantes de las ediciones delprograma CRESCENDOde laFundación de Amigos del Teatro Real. Matinés escolares31 de enero, 6 y 7 de febrero de 2025 a las 10.30 y 12.00hFunciones1 y 8 de febrero de 2025 a las 12.00 y 17.30h Y 2 Y 9 de febrero a las 11.00 y 13.00h Apto para todos los públicos, edad recomendad 10 años Recomendación pedagógica: 6º de primaria y 1º, 2º, 3º y 4º de la ESO, Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/cenicienta;No disponible;Teatro Real;01 febrero 2025 - 12:00;null;null;null;null;null;null
La Cenicienta;Sala Principal;01 febrero 2025 - 17:30;17:30;https://www.teatroreal.es/es/espectaculo/cenicienta;Ópera Esta pequeña joya de Viardot es parte de lo que se denomina ópera de salón, un género en auge durante el siglo XIX creado para los oídos expertos y los aposentos burgueses. Muchas de esas pequeñas óperas finalmente se convirtieron en reconocidas obras de arte especialmente porque sus compositores fueron grandes músicos y cantantes como: Manuel García y su hijaPauline Viardot. Paulina hermana de la Malibrán fue una prolífica compositora que nos dejó su particular visión del cuento, donde la madrastra es reemplazada por un padre un poco truhán y unas hermanastras de caricatura. La obra fue la elegida para inaugurar el Real Teatro del Retiro y debido a su éxito regresa para el disfrute de escolares y de toda la familia. Música dePauline Viardot(1821-1910)Dirección de escena: Guillermo Amaya Dirección musical y piano: Francisco Soriano Diseño de escenografía: Pablo Menor Palomo Diseño de vestuario: Raquel PorterRealización de vestuario, pelucas y utilería: Real Teatro de Retiro Una producción deTeatro Realen coproducción con elTeatro de la Maestranzade Sevilla,Teatro Cervantesde Málaga yFundación Operade Oviedo. Participación de Jóvenes cantantes de las ediciones delprograma CRESCENDOde laFundación de Amigos del Teatro Real. Matinés escolares31 de enero, 6 y 7 de febrero de 2025 a las 10.30 y 12.00hFunciones1 y 8 de febrero de 2025 a las 12.00 y 17.30h Y 2 Y 9 de febrero a las 11.00 y 13.00h Apto para todos los públicos, edad recomendad 10 años Recomendación pedagógica: 6º de primaria y 1º, 2º, 3º y 4º de la ESO, Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/cenicienta;No disponible;Teatro Real;01 febrero 2025 - 17:30;null;null;null;null;null;null
La Cenicienta;Sala Principal;02 febrero 2025 - 11:00;11:00;https://www.teatroreal.es/es/espectaculo/cenicienta;Ópera Esta pequeña joya de Viardot es parte de lo que se denomina ópera de salón, un género en auge durante el siglo XIX creado para los oídos expertos y los aposentos burgueses. Muchas de esas pequeñas óperas finalmente se convirtieron en reconocidas obras de arte especialmente porque sus compositores fueron grandes músicos y cantantes como: Manuel García y su hijaPauline Viardot. Paulina hermana de la Malibrán fue una prolífica compositora que nos dejó su particular visión del cuento, donde la madrastra es reemplazada por un padre un poco truhán y unas hermanastras de caricatura. La obra fue la elegida para inaugurar el Real Teatro del Retiro y debido a su éxito regresa para el disfrute de escolares y de toda la familia. Música dePauline Viardot(1821-1910)Dirección de escena: Guillermo Amaya Dirección musical y piano: Francisco Soriano Diseño de escenografía: Pablo Menor Palomo Diseño de vestuario: Raquel PorterRealización de vestuario, pelucas y utilería: Real Teatro de Retiro Una producción deTeatro Realen coproducción con elTeatro de la Maestranzade Sevilla,Teatro Cervantesde Málaga yFundación Operade Oviedo. Participación de Jóvenes cantantes de las ediciones delprograma CRESCENDOde laFundación de Amigos del Teatro Real. Matinés escolares31 de enero, 6 y 7 de febrero de 2025 a las 10.30 y 12.00hFunciones1 y 8 de febrero de 2025 a las 12.00 y 17.30h Y 2 Y 9 de febrero a las 11.00 y 13.00h Apto para todos los públicos, edad recomendad 10 años Recomendación pedagógica: 6º de primaria y 1º, 2º, 3º y 4º de la ESO, Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/cenicienta;No disponible;Teatro Real;02 febrero 2025 - 11:00;null;null;null;null;null;null
